incidentDate,state,cityOrCounty,address,killed,injured,operations: d.operations,type,age
19-Apr-16,Illinois,Chicago,1400 block of West 84th Street,1,4,N/A,Mass Shooting,
18-Apr-16,California,Long Beach,1200 block of E. 17th Street,1,3,N/A,Mass Shooting,
17-Apr-16,Pennsylvania,Philadelphia,600 block of Westmoreland Street,3,1,N/A,Mass Shooting,
17-Apr-16,South Carolina,Pelzer,200 block of Eastview Road,1,3,N/A,Mass Shooting,
17-Apr-16,Texas,Edinburg,5021 W St Hwy 107,1,6,N/A,Mass Shooting,
16-Apr-16,Michigan,Detroit,9500 block of Oakland,1,4,N/A,Mass Shooting,
16-Apr-16,Florida,Orlando,1100 block of Conley Street,2,4,N/A,Mass Shooting,
16-Apr-16,Alabama,Enterprise,Baxter Street,0,4,N/A,Mass Shooting,
14-Apr-16,New Jersey,Orange,Taylor Street,1,3,N/A,Mass Shooting,
10-Apr-16,Wisconsin,Milwaukee,76th and Sheridan,1,3,N/A,Mass Shooting,
10-Apr-16,California,Los Angeles,84th Street and Towne Avenue,0,4,N/A,Mass Shooting,
09-Apr-16,Tennessee,Memphis,Mt Moriah Road and Ridgeway Road,0,4,N/A,Mass Shooting,
09-Apr-16,Alabama,Anniston,West 15th Street and Crawford Avenue,0,4,N/A,Mass Shooting,
09-Apr-16,New Mexico,Albuquerque,2600 block of Mesa Drive SE,0,4,N/A,Mass Shooting,
07-Apr-16,Illinois,Chicago,2200 block of East 70th Place,0,4,N/A,Mass Shooting,
31-Mar-16,Illinois,Chicago (Englewood),6800 block of South Throop,0,4,N/A,Mass Shooting,
25-Mar-16,Illinois,Chicago,4500 block of West West End Avenue,0,4,N/A,Mass Shooting,
25-Mar-16,Colorado,Denver,8501 E. Alameda Avenue,0,4,N/A,Mass Shooting,
21-Mar-16,Illinois,Chicago,5700 block of West Washington Boulevard,0,4,N/A,Mass Shooting,
19-Mar-16,Florida,Plantation,12050 NW 4th Court,1,4,N/A,Mass Shooting,
19-Mar-16,Alabama,Wetumpka,South Shelby Street,2,2,N/A,Mass Shooting,
15-Mar-16,Georgia,Atlanta,Donald Lee Hollowell Drive,0,5,N/A,Mass Shooting,
13-Mar-16,Florida,Fort Myers,50 South Road,0,4,N/A,Mass Shooting,
12-Mar-16,Oregon,Portland,16126 S.E. Stark St.,0,4,N/A,Mass Shooting,
12-Mar-16,California,Oakland,Interstate 880,0,4,N/A,Mass Shooting,
11-Mar-16,Michigan,Detroit,2600 block of Hazelwood,2,2,N/A,Mass Shooting,
11-Mar-16,New Jersey,Trenton,Oliver Avenue,0,5,N/A,Mass Shooting,
09-Mar-16,Pennsylvania,Pittsburgh (Wilkinsburg),1304 Franklin Avenue,5,3,N/A,Mass Shooting,
08-Mar-16,Texas,San Antonio,Sherman Street,2,3,N/A,Mass Shooting,
07-Mar-16,Louisiana,Lafayette,800 block of Martin Luther King Jr. Drive,0,4,N/A,Mass Shooting,
07-Mar-16,Kansas,Kansas City,3000 block of South 36th Street,5,0,N/A,Mass Shooting,
06-Mar-16,Massachusetts,Chelsea,120 Washington Avenue,1,6,N/A,Mass Shooting,
06-Mar-16,Georgia,Roswell,890 Atlanta St,0,4,N/A,Mass Shooting,
06-Mar-16,California,Compton,900 block of West Victoria Street,1,8,N/A,Mass Shooting,
05-Mar-16,Kansas,Wichita,116 North Mead,0,4,N/A,Mass Shooting,
04-Mar-16,Ohio,Columbus,900 E. 5th Ave.,1,3,N/A,Mass Shooting,
28-Feb-16,Michigan,Detroit,8800 block of Livernois,0,5,N/A,Mass Shooting,
28-Feb-16,California,Riverside (Jurupa Valley),5500 block of Etiwanda Avenue,1,3,N/A,Mass Shooting,
27-Feb-16,Virginia,Woodbridge (Lake Ridge),13051 Lashmere Court,2,2,N/A,Mass Shooting,
26-Feb-16,Washington,Belfair,300 block of Horseshoe Rd.,5,0,N/A,Mass Shooting,
25-Feb-16,Kansas,Hesston,200 S Ridge Rd,4,14,N/A,Mass Shooting,
23-Feb-16,Arizona,Glendale,4812 West Sunnyside Ave,5,0,N/A,Mass Shooting,
23-Feb-16,Florida,Daytona Beach,1042 Sheridan Road,0,4,N/A,Mass Shooting,
21-Feb-16,Missouri,Hazelwood,Interstate Highway 270 and North Lindbergh Boulevard,1,3,N/A,Mass Shooting,
21-Feb-16,Texas,Houston,5100 block of Idaho Street,0,5,N/A,Mass Shooting,
20-Feb-16,Florida,Tampa,2810 E. Bearss Ave,1,3,N/A,Mass Shooting,
20-Feb-16,Alabama,Bessemer,200 block of Elm Street,1,3,N/A,Mass Shooting,
20-Feb-16,Florida,Orlando,446 S Parramore Ave,0,4,N/A,Mass Shooting,
20-Feb-16,Mississippi,Iuka,County Road 201,2,3,N/A,Mass Shooting,
20-Feb-16,Michigan,Kalamazoo,5581 Cracker Barrel Blvd,6,2,N/A,Mass Shooting,
19-Feb-16,Missouri,Edgerton,4100 block of Buena Vista Road,4,0,N/A,Mass Shooting,
19-Feb-16,California,Vallejo,509 Porter Street,1,3,N/A,Mass Shooting,
14-Feb-16,Texas,Houston,8449 Gulf Freeway,1,3,N/A,Mass Shooting,
14-Feb-16,Alabama,Eutaw (Union),Earnest Friday Road,0,5,N/A,Mass Shooting,
13-Feb-16,Louisiana,Marrero,5425 Lapalco Boulevard,0,4,N/A,Mass Shooting,
07-Feb-16,Mississippi,Pass Christian,Davis Avenue,2,4,N/A,Mass Shooting,
07-Feb-16,Florida,Orlando,7432 Universal Blvd,2,10,N/A,Mass Shooting,
07-Feb-16,New York,Rochester,547 State street,1,7,N/A,Mass Shooting,
07-Feb-16,Illinois,Chicago (Englewood),6500 block of South Green Street,0,4,N/A,Mass Shooting,
06-Feb-16,California,Los Angeles,12800 block of Cook Street,1,3,N/A,Mass Shooting,
06-Feb-16,Florida,Apopka,10th Street,0,4,N/A,Mass Shooting,
06-Feb-16,Florida,Tampa,8123 N Nebraska Ave,2,6,N/A,Mass Shooting,
03-Feb-16,District of Columbia,Washington,1500 block of Butler St. SE,0,4,N/A,Mass Shooting,
30-Jan-16,Colorado,Denver,4655 Humboldt St,1,3,N/A,Mass Shooting,
30-Jan-16,Arizona,Glendale,67th and Missouri Avenue,3,5,N/A,Mass Shooting,
27-Jan-16,Virginia,Chesapeake,1401 N. George Washington Hwy,6,0,N/A,Mass Shooting,
26-Jan-16,Washington,Seattle,Airport Way S. and S. Atlantic St.,2,3,N/A,Mass Shooting,
25-Jan-16,California,Perris,140 S. D Street,1,4,N/A,Mass Shooting,
23-Jan-16,California,Los Angeles,8105 Avalon Blvd,2,2,N/A,Mass Shooting,
17-Jan-16,Virginia,Ware Neck (Gloucester Courthouse),Ditchley Road and Gill Lane,1,3,N/A,Mass Shooting,
11-Jan-16,Delaware,Wilmington,900 block of Brown Street,1,4,N/A,Mass Shooting,
08-Jan-16,District of Columbia,Washington,1700 East Capitol Street Northeast,0,4,N/A,Mass Shooting,
08-Jan-16,Illinois,Chicago,1500 block of South Kedzie,1,4,N/A,Mass Shooting,
07-Jan-16,Tennessee,Memphis,3800 block of Kerwood Avenue,1,3,N/A,Mass Shooting,
06-Jan-16,Florida,Lakeland,2312 East Magnolia Street,3,1,N/A,Mass Shooting,
